Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Variant Image,Variant Weight Unit,Status
<p><span dir=""ltr""><img style=""display: block; margin-left: auto; margin-right: auto;"" class=""sep-lazyload lazyautosizes lazyloaded"" sizes=""480px"" srcset=""https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 48w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 180w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 360w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 540w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 720w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 900w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 1024w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 1280w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 1366w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 1440w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 1536w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 1600w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 1920w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 2056w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 2560w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 2732w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 2880w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 3072w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 3200w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 3840w"" alt="""" width=""480"" height=""480"" data-sizes=""auto"" data-srcset=""https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 48w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 180w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 360w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 540w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 720w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 900w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 1024w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 1280w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 1366w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 1440w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 1536w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 1600w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 1920w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 2056w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 2560w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 2732w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 2880w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 3072w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 3200w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 3840w""><br><strong><span><span style=""color: #d09c3b;"">✔ Tecido Premium</span> </span>- respirável, resistente a rugas, muito macio e confortável para a experiência definitiva de dormir.</strong><br><br></span></p>
<p><strong><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">TAMANHOS E MEDIDAS: </span></span></strong></p>
<ul>
<li><strong><span style=""color: #d09c3b;"">Viúva:</span> 120x200cm</strong></li>
<li><strong><span style=""color: #d09c3b;"">Casal:</span> 150x200cm </strong></li>
<li><strong><span style=""color: #d09c3b;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Rainha:</span></span></span><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">  180x200cm</span></span></strong></li>
<li><strong><span style=""color: #d09c3b;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Rei:</span></span></span><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">  200x220cm</span></span></strong></li>
</ul>
<p><span dir=""ltr""><br></span></p>
<p> </p>","ModernLar","","","","true","Clique Abaixo Para Selecionar a Cor Desejada","Dourado","Clique Abaixo Para Selecionar o Tamanho Desejado","Casal","","","45749074-picture-color-4-150x200cm-3pc","0","","","deny","manual","285.90","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1778381317.jpg?v=1762747754","1","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1778381317.jpg?v=1762747754","","active"
"conjunto-sleep-luxury","","","","","","","","","Dourado","","Viúva","","","45749074-picture-color-4-120x200cm-2pc","0","","","deny","manual","255.90","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/WhatsAppImage2021-07-19at15.53.04.jpg?v=1762747754","2","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1778381317.jpg?v=1762747754","",""
"conjunto-sleep-luxury","","","","","","","","","Dourado","","Queen","","","45749074-picture-color-4-180x200cm-3pc","0","","","deny","manual","309.90","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/2-variant-peiduo-lencol-de-cetim-de-alta-qualidade-capa-de-colchao-portatil-com-fronha-cor-solida.jpg?v=1762747754","3","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1778381317.jpg?v=1762747754","",""
"conjunto-sleep-luxury","","","","","","","","","Dourado","","King","","","45749074-picture-color-4-200x220cm-3pc","0","","","deny","manual","359.90","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1778381319.jpg?v=1762747754","4","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1778381317.jpg?v=1762747754","",""
"conjunto-sleep-luxury","","","","","","","","","Azul","","Casal","","","45749074-picture-color-2-150x200cm-3pc","0","","","deny","manual","285.90","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1778381318.jpg?v=1762747754","5","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/WhatsAppImage2021-07-19at15.53.04.jpg?v=1762747754","",""
"conjunto-sleep-luxury","","","","","","","","","Azul","","Viúva","","","45749074-picture-color-2-120x200cm-2pc","0","","","deny","manual","255.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/WhatsAppImage2021-07-19at15.53.04.jpg?v=1762747754","",""
"conjunto-sleep-luxury","","","","","","","","","Azul","","Queen","","","45749074-picture-color-2-180x200cm-3pc","0","","","deny","manual","309.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/WhatsAppImage2021-07-19at15.53.04.jpg?v=1762747754","",""
"conjunto-sleep-luxury","","","","","","","","","Azul","","King","","","45749074-picture-color-2-200x220cm-3pc","0","","","deny","manual","359.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/WhatsAppImage2021-07-19at15.53.04.jpg?v=1762747754","",""
"conjunto-sleep-luxury","","","","","","","","","Cinza","","Casal","","","45749074-picture-color-150x200cm-3pc","0","","","deny","manual","285.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/2-variant-peiduo-lencol-de-cetim-de-alta-qualidade-capa-de-colchao-portatil-com-fronha-cor-solida.jpg?v=1762747754","",""
"conjunto-sleep-luxury","","","","","","","","","Cinza","","Viúva","","","45749074-picture-color-120x200cm-2pc","0","","","deny","manual","255.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/2-variant-peiduo-lencol-de-cetim-de-alta-qualidade-capa-de-colchao-portatil-com-fronha-cor-solida.jpg?v=1762747754","",""
"conjunto-sleep-luxury","","","","","","","","","Cinza","","Queen","","","45749074-picture-color-180x200cm-3pc","0","","","deny","manual","309.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/2-variant-peiduo-lencol-de-cetim-de-alta-qualidade-capa-de-colchao-portatil-com-fronha-cor-solida.jpg?v=1762747754","",""
"conjunto-sleep-luxury","","","","","","","","","Cinza","","King","","","45749074-picture-color-200x220cm-3pc","0","","","deny","manual","359.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/2-variant-peiduo-lencol-de-cetim-de-alta-qualidade-capa-de-colchao-portatil-com-fronha-cor-solida.jpg?v=1762747754","",""
"conjunto-sleep-luxury","","","","","","","","","Rosa","","Casal","","","45749074-picture-color-6-150x200cm-3pc","0","","","deny","manual","285.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1778381319.jpg?v=1762747754","",""
"conjunto-sleep-luxury","","","","","","","","","Rosa","","Viúva","","","45749074-picture-color-6-120x200cm-2pc","0","","","deny","manual","255.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1778381319.jpg?v=1762747754","",""
"conjunto-sleep-luxury","","","","","","","","","Rosa","","Queen","","","45749074-picture-color-6-180x200cm-3pc","0","","","deny","manual","309.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1778381319.jpg?v=1762747754","",""
"conjunto-sleep-luxury","","","","","","","","","Rosa","","King","","","45749074-picture-color-6-200x220cm-3pc","0","","","deny","manual","359.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1778381319.jpg?v=1762747754","",""
"conjunto-sleep-luxury","","","","","","","","","Verde","","Casal","","","45749074-picture-color-5-150x200cm-3pc","0","","","deny","manual","285.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1778381318.jpg?v=1762747754","",""
"conjunto-sleep-luxury","","","","","","","","","Verde","","Viúva","","","45749074-picture-color-5-120x200cm-2pc","0","","","deny","manual","255.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1778381318.jpg?v=1762747754","",""
"conjunto-sleep-luxury","","","","","","","","","Verde","","Queen","","","45749074-picture-color-5-180x200cm-3pc","0","","","deny","manual","309.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1778381318.jpg?v=1762747754","",""
"conjunto-sleep-luxury","","","","","","","","","Verde","","King","","","45749074-picture-color-5-200x220cm-3pc","0","","","deny","manual","359.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1778381318.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","Conjunto Gihng Pure Luxury-  Peças em 100% Algodão Egípcio","<h2 style=""text-align: center;""> Genuíno Conjunto de Roupas de Cama em Algodão Egípcio: Luxo &amp; Conforto que Você Jamais Viu ou Sentiu!</h2>
<p>Considerado um item altamente luxuoso, feito com fibras naturais exclusivas do magnífico algodão egípcio, o conjunto Gihng será o seu mais novo companheiro para passar as melhores noites e momentos na cama. </p>
<p><img src=""https://cdn.shopify.com/s/files/1/0520/1140/1370/files/product-image-1992823760_480x480.jpg?v=1650744917"" alt=""""></p>
<p>O conjunto acompanha 6 peças por padrão, sendo: 1 edredom, 1 lençol e 4 fronhas. Todas as peças são feitas 100% em algodão egípcio, de característica sedosa, macia e brilhante.</p>
<p> <img src=""https://cdn.shopify.com/s/files/1/0520/1140/1370/files/product-image-1992823695_480x480.jpg?v=1650750248"" alt="""" data-mce-fragment=""1""></p>
<h3>POR QUE ESCOLHER O CONJUNTO DE ROUPAS DE CAMA EM ALGODÃO EGÍPCIO ?</h3>
<ul>
<li>
<strong>Antienvelhecimento e retém a umidade:</strong><span> C</span>ontém proteínas naturais e 18 aminoácidos essenciais, é um tecido respirável que ajuda a reter a umidade e prevenir rugas.</li>
<li>
<strong>Melhor para cuidados com a pele e cabelo:</strong><span><strong> </strong>Protege</span> sua pele, aparência e saúde em geral. Este conjunto evita que os cabelos fiquem embaraçados e emaranhados, proporciona um sono de alta qualidade.</li>
<li>
<strong>Antialérgico: </strong>aumenta a vitalidade das células da pele e repele vários alérgenos ambientais, incluindo ácaros, bolores, percevejos e bactérias. O tecido é super sedoso e não agride a pele, pois desliza suavemente sob a mesma.</li>
</ul>
<div><br></div>
<p> <img src=""https://cdn.shopify.com/s/files/1/0520/1140/1370/files/product-image-1992823728_480x480.jpg?v=1650746581"" alt="""" data-mce-fragment=""1""></p>
<ul>
<li>
<strong>Temperatura constante:</strong><span><strong> </strong>O tecido sedoso</span> é um regulador natural da temperatura corporal, por isso é capaz de absorver e transpirar suor ou umidade, mantendo você fresco em dias quentes e quente em dias frios.</li>
<li>
<strong>Melhora a qualidade do sono:</strong> Nosso conjunto é super macio e suave. Depois de um dia agitado, quando você se deita em sua cama, a sensação proporcionada lhe trará um toque de luxo para um sono confortável noite após noite.</li>
</ul>
<div><img alt="""" src=""https://cdn.shopify.com/s/files/1/0520/1140/1370/files/product-image-1992823702_480x480.jpg?v=1650746617""></div>
<div><br></div>
<div><br></div>
<h5>✔ APROVEITE SUA HORA DE DORMIR COMO NUNCA ANTES:</h5>
<p>Que tal obter aquele conforto extra ao longo do dia, descansando em nosso conjunto de algodão egípcio de maciez inigualável você estará revigorado para fazer suas atividades a todo vapor no dia seguinte, aproveite o máximo conforto e luxo! </p>
<p><img alt="""" src=""https://cdn.shopify.com/s/files/1/0520/1140/1370/files/product-image-1992823694_480x480.jpg?v=1650746643""></p>
<h5>✔ CONJUNTO DE CAMA QUE VOCÊ ENCONTRA NOS HOTÉIS DE LUXO! </h5>
<p>Cada toque faz o corpo amar. Quer seja o brilho da superfície ou a suavidade natural do tecido, apresenta uma qualidade elevada e requintada que você encontra nos hotéis 5 estrelas pelo mundo!</p>
<p> <img src=""https://cdn.shopify.com/s/files/1/0520/1140/1370/files/product-image-1992823795_480x480.jpg?v=1650746676"" alt="""" data-mce-fragment=""1""></p>
<h5>✔ ESCOLHA O CAIMENTO DO LENÇOL CONFORME VOCÊ GOSTA!</h5>
<p>Você está no controle, se deseja o lençol grande e solto na cama ou o lençol justo e firme, conforme nas fotos abaixo.</p>
<p><strong>Lençol Solto:</strong></p>
<p><img src=""https://cdn.shopify.com/s/files/1/0520/1140/1370/files/Seb7866f1920c45dbac831da3911c602di_480x480.jpg?v=1650748353"" alt=""""></p>
<p><strong>Lençol de Elástico:</strong></p>
<p><img src=""https://cdn.shopify.com/s/files/1/0520/1140/1370/files/Sb7a944a5acd74d319b38d486250615cam_480x480.jpg?v=1650748380"" alt=""""></p>
<h3>CONTEÚDO DO PACOTE: </h3>
<ul>
<li>1x Lençol;</li>
<li>1X Edredom;</li>
<li>4x Fronhas</li>
<li>(O tamanho ""viúva"" acompanha 3 fronhas);</li>
</ul>
<h3>MATERIAIS:</h3>
<ul>
<li>100% Algodão Egípcio;</li>
</ul>
<h3>INSTRUÇÃO E CUIDADOS:</h3>
<ul>
<li>A lavagem à mão é recomendada e a lavagem à máquina também está disponível.</li>
<li>Usando um sabão-detergente suave ou especial para algodão egípcio;</li>
<li>Para secar pendure a seco, se possível deve ser natural de secagem ao ar na sombra</li>
</ul>
<p><img src=""https://cdn.shopify.com/s/files/1/0520/1140/1370/files/product-image-1992823720_480x480.jpg?v=1650746763"" alt=""""></p>
<h3>TAMANHOS:</h3>
<h3><strong>Edredom: </strong></h3>
<ul>
<li>Viúva: 150x200cm;</li>
<li>Casal: 180x230cm;</li>
<li>Queen: 200x230cm;</li>
<li>King: 220x240cm;</li>
</ul>
<p data-mce-fragment=""1""><strong>Lençol (com elástico): </strong></p>
<ul>
<li>Viúva: 120x200cm;</li>
<li>Casal: 150x200cm;</li>
<li>Queen: 180x200cm:</li>
<li>King: 200x220cm;<b> </b>
</li>
</ul>
<p data-mce-fragment=""1""><strong>Lençol (solto):</strong></p>
<ul>
<li>Viúva: 180x230cm;</li>
<li>Casal: 220x240cm;</li>
<li>Queen: 245x245cm;</li>
<li>King: 245x265cm;<b> </b>
</li>
</ul>
<p data-mce-fragment=""1""><strong>Fronhas:</strong></p>
<ul>
<li>48x74cm;</li>
</ul>
<p><img alt="""" src=""https://cdn.shopify.com/s/files/1/0520/1140/1370/files/product-image-1992823690_480x480.jpg?v=1650749466""></p>
<div style=""text-align: start;""><br></div>
<div><br></div>","ModernLar","","","","true","Clique Abaixo Para Selecionar a Cor Desejada","Azul","Clique Abaixo Para Selecionar a Modelagem Desejada","Lençol Solto","Clique Abaixo Para Selecionar o Tamanho Desejado","Viúva - 5 Peças","51639753-5-flat-bed-sheet-twin-5pcs","0","","","deny","manual","815.90","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823793.jpg?v=1762747754","1","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823793.jpg?v=1762747754","","active"
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Azul","","Lençol Solto","","Casal - 6 Peças","51639753-5-flat-bed-sheet-us-queen-4pcs","0","","","deny","manual","849.90","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823792.jpg?v=1762747754","2","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823793.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Azul","","Lençol Solto","","Queen - 6 Peças","51639753-5-flat-bed-sheet-us-queen-6pcs","0","","","deny","manual","895.90","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823799.jpg?v=1762747754","3","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823793.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Azul","","Lençol Solto","","King - 6 Peças","51639753-5-flat-bed-sheet-king-6pcs","0","","","deny","manual","929.90","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/298029291_1047451696135827_483844406189320101_n.jpg?v=1762747754","4","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823793.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Azul","","Lençol de Elástico","","Viúva - 5 Peças","51639753-5-fitted-bed-sheet-twin-5pcs","0","","","deny","manual","815.90","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823786.jpg?v=1762747754","5","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823793.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Azul","","Lençol de Elástico","","Casal - 6 Peças","51639753-5-fitted-bed-sheet-us-queen-6pcs","0","","","deny","manual","849.90","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823800.jpg?v=1762747754","6","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823793.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Azul","","Lençol de Elástico","","Queen - 6 Peças","51639753-5-fitted-bed-sheet-eu-queen-6pcs","0","","","deny","manual","895.90","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823787.jpg?v=1762747754","7","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823793.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Azul","","Lençol de Elástico","","King - 6 Peças","51639753-5-fitted-bed-sheet-king-6pcs","0","","","deny","manual","929.90","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823789.jpg?v=1762747754","8","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823793.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Branco","","Lençol Solto","","Viúva - 5 Peças","51639753-15-flat-bed-sheet-twin-5pcs","0","","","deny","manual","815.90","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823796.jpg?v=1762747754","9","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823792.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Branco","","Lençol Solto","","Casal - 6 Peças","51639753-15-flat-bed-sheet-us-queen-4pcs","0","","","deny","manual","849.90","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823795.jpg?v=1762747754","10","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823792.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Branco","","Lençol Solto","","Queen - 6 Peças","51639753-15-flat-bed-sheet-us-queen-6pcs","0","","","deny","manual","895.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823792.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Branco","","Lençol Solto","","King - 6 Peças","51639753-15-flat-bed-sheet-king-6pcs","0","","","deny","manual","929.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823792.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Branco","","Lençol de Elástico","","Viúva - 5 Peças","51639753-15-fitted-bed-sheet-twin-5pcs","0","","","deny","manual","815.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823792.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Branco","","Lençol de Elástico","","Casal - 6 Peças","51639753-15-fitted-bed-sheet-us-queen-6pcs","0","","","deny","manual","815.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823792.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Branco","","Lençol de Elástico","","Queen - 6 Peças","51639753-15-fitted-bed-sheet-eu-queen-6pcs","0","","","deny","manual","895.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823792.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Branco","","Lençol de Elástico","","King - 6 Peças","51639753-15-fitted-bed-sheet-king-6pcs","0","","","deny","manual","929.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823792.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Cinza","","Lençol Solto","","Viúva - 5 Peças","51639753-11-flat-bed-sheet-twin-5pcs","0","","","deny","manual","815.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823799.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Cinza","","Lençol Solto","","Casal - 6 Peças","51639753-11-flat-bed-sheet-us-queen-4pcs","0","","","deny","manual","849.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823799.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Cinza","","Lençol Solto","","Queen - 6 Peças","51639753-11-flat-bed-sheet-us-queen-6pcs","0","","","deny","manual","895.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823799.jpg?v=1762747754","",""
